"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.12415192190715e-173,1.16531708466585,0.596,0.197,3.64618675870583e-169,"LTBP4"
1.2361352106551e-173,3.33350363760142,0.263,0.018,4.0094045557598e-169,"STEAP1"
2.17538312926061e-173,2.57007398138858,0.331,0.047,7.05585517975679e-169,"TGFB2"
2.39136282264886e-173,-3.14180767204119,0.063,0.398,7.75638531526159e-169,"CD37"
2.44651203947745e-173,1.00753631355821,0.755,0.391,7.93526180004511e-169,"HDLBP"
3.47315049593682e-173,2.47053508000877,0.415,0.097,1.12651636335711e-168,"LINC00478"
3.92998899536536e-173,2.64297706584709,0.289,0.027,1.27469193064675e-168,"DCLK1"
7.73590880804357e-173,1.13722009301428,0.518,0.153,2.50914202188893e-168,"PLEKHA4"
5.7591123751768e-172,2.4050501828151,0.291,0.028,1.8679680988886e-167,"GFPT2"
7.1643603559251e-172,1.42956769386534,0.519,0.156,2.3237602814443e-167,"DPYSL3"
2.6386518476952e-171,2.12669836728735,0.389,0.081,8.55846726799937e-167,"KIAA1217"
3.06696034173854e-170,0.971559463250095,0.75,0.338,9.94768586842894e-166,"EPB41L2"
3.72843790976055e-170,1.11321521921997,0.78,0.384,1.20931883603083e-165,"GTF2I"
7.50632401297684e-170,1.39490503022223,0.555,0.186,2.43467619360904e-165,"VCL"
1.16617406751645e-169,2.87273409972719,0.338,0.055,3.78248558798961e-165,"SCXA"
2.93172817124698e-169,1.07867052871342,0.856,0.49,9.50906032343958e-165,"NUCKS1"
3.55341515672494e-169,1.69484922247072,0.449,0.12,1.15255020608373e-164,"FHL1"
4.15405690633587e-169,2.82804012956744,0.334,0.053,1.34736835757004e-164,"GGT5"
5.3531972780286e-169,1.75570447637327,0.454,0.124,1.73630953712858e-164,"LEPRE1"
5.43572355201675e-169,3.04725140045873,0.277,0.025,1.76307693409663e-164,"PODN"
5.64147559532731e-169,2.08144243579046,0.367,0.07,1.82981260934441e-164,"CACNA2D1"
5.77079198505755e-169,2.0877022602366,0.436,0.113,1.87175638035342e-164,"PEG10"
1.01586639536517e-167,1.2428931931361,0.607,0.239,3.29496265336692e-163,"IGFBP2"
1.06137373383996e-167,0.862424876272253,0.654,0.238,3.44256570570992e-163,"MFGE8"
1.33810142380084e-167,2.3519067490388,0.305,0.038,4.34013196809804e-163,"GXYLT2"
1.62430729932287e-167,2.64989771042495,0.347,0.062,5.26844072535374e-163,"MEIS2"
2.24848352649121e-167,1.06655444017354,0.734,0.354,7.29295631817424e-163,"SEC31A"
8.44461989120864e-167,-3.78499863785173,0.062,0.381,2.73901246171352e-162,"RGS1"
9.18519839611551e-167,-2.92850038699014,0.346,0.613,2.97921909978007e-162,"HLA-DRB1"
1.37334195093746e-166,4.04082100736918,0.336,0.059,4.45443461786567e-162,"CXCL14"
1.95055035547765e-166,2.75392276848902,0.285,0.028,6.32661007799177e-162,"FMO1"
3.68103063884984e-166,2.74989491062753,0.287,0.031,1.19394228771095e-161,"ANGPTL1"
4.69920936317966e-166,1.62850591251696,0.476,0.14,1.52418855694732e-161,"TUSC3"
8.11362511783379e-166,1.58323953476941,0.42,0.097,2.63165430696939e-161,"FZD1"
9.95914909993785e-166,2.34222499939554,0.344,0.059,3.23025001056484e-161,"ADAM12"
1.57505204761525e-165,1.65263468487445,0.51,0.153,5.10868131644006e-161,"ABCA8"
2.99570908315429e-165,1.76838371254299,0.456,0.125,9.71658241121093e-161,"TPST1"
1.00105697933944e-164,3.09605173709952,0.29,0.033,3.24692831248747e-160,"CRABP1"
1.90937501884805e-164,1.95335975673519,0.305,0.038,6.19305787363364e-160,"SNHG18"
1.87938350263966e-163,1.61629429555698,0.379,0.076,6.09578039081175e-159,"MYO1B"
