"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CPNE1",2.84094421614567e-14,-0.883315530814651,0.291,0.504,9.21460256506847e-10
"CLTB",2.84395812524184e-14,-0.818702590311069,0.438,0.624,9.22437817922191e-10
"CLSTN1",3.14262245624309e-14,-0.977011633313805,0.261,0.465,1.01930959368245e-09
"HDAC9",3.16377842415028e-14,1.62483358053647,0.282,0.112,1.02617153187314e-09
"H1F0",3.22911587946085e-14,-0.940385120473387,0.31,0.506,1.04736373550313e-09
"RPL3P4",3.35628671702678e-14,1.11856890269725,0.452,0.25,1.08861159666764e-09
"ABCA5",3.4084480248925e-14,-0.975267196504555,0.142,0.329,1.10553011687388e-09
"DBN1",3.44135873988104e-14,-1.5104860993013,0.126,0.304,1.11620470728042e-09
"TMCO1",3.79627173490208e-14,-0.713851032127444,0.473,0.66,1.23132073721549e-09
"HECTD2",3.88194396101183e-14,-1.05532468000912,0.173,0.369,1.25910852375419e-09
"AP3D1",3.88200432726494e-14,-1.55528941537352,0.231,0.413,1.25912810354838e-09
"RPS5",4.3041957236415e-14,-0.453983851656983,0.821,0.891,1.39606588296312e-09
"PTOV1",4.35274379712838e-14,-1.14191872335919,0.217,0.409,1.41181245059859e-09
"IRF1",4.93249842256517e-14,1.75697215195202,0.345,0.175,1.59985586335901e-09
"DDX5",5.15364059625968e-14,0.658880776072767,0.83,0.806,1.67158332739683e-09
"CSRP2",5.60593089174757e-14,-2.33044650375547,0.123,0.287,1.81828368473832e-09
"ANXA6",5.94030019915074e-14,-0.83353527724097,0.254,0.466,1.92673636959454e-09
"ARHGAP21",6.19720293807742e-14,-1.03610242540598,0.306,0.496,2.01006277296541e-09
"RPL5",6.31433723301053e-14,-0.560461878398234,0.86,0.904,2.04805528152697e-09
"DLEU2",6.53643649753215e-14,2.01187127139849,0.296,0.134,2.12009317797455e-09
"NBPF1",6.86953800581249e-14,-1.01957872580087,0.228,0.424,2.22813465218528e-09
"CEP57",7.0631896893649e-14,-1.08457568039252,0.305,0.487,2.29094557574551e-09
"UQCRH",7.21851736529082e-14,-0.642310926509188,0.643,0.764,2.34132610743208e-09
"HIST1H1D",7.40608451880736e-14,-1.44833088891313,0.212,0.392,2.40216351367517e-09
"RAI14",7.44837611891778e-14,-1.11910812612703,0.189,0.378,2.41588079417098e-09
"LEPROTL1",7.50628748164141e-14,1.49942636162461,0.412,0.238,2.43466434467039e-09
"KCTD12",7.92855805647593e-14,-1.3840070853207,0.387,0.542,2.57162780561797e-09
"VAMP2",8.09574911236892e-14,-1.14881949858542,0.201,0.391,2.62585622459686e-09
"STK10",8.68373730521167e-14,1.55185949964287,0.313,0.146,2.81657019494541e-09
"CERS6",8.81494345844107e-14,-1.47848980014937,0.24,0.416,2.85912691074536e-09
"TMEM176B",8.87799066740584e-14,1.64747016797165,0.445,0.291,2.87957627297308e-09
"PSMA4",9.10994994323209e-14,-0.803004651560063,0.415,0.609,2.95481226408733e-09
"AP2A1",9.18334459563799e-14,-0.848829086266381,0.2,0.387,2.97861781959518e-09
"MBNL1",9.79580125028401e-14,1.43484244785913,0.643,0.509,3.17726813552962e-09
"KIAA0922",1.00846278872542e-13,-1.27043215485016,0.138,0.315,3.27094905523089e-09
"F2R",1.03628698707376e-13,-1.50725496091269,0.196,0.38,3.36119684257375e-09
"CRCP",1.03824365061682e-13,-1.8087446176905,0.116,0.28,3.36754328077567e-09
"MAP1LC3B",1.07547140829475e-13,1.15013008053234,0.602,0.466,3.48829151280401e-09
"TMEM214",1.0908072850146e-13,-1.04117390244862,0.138,0.313,3.53803342894486e-09
"BTG2",1.17446278252803e-13,1.74064267389372,0.527,0.376,3.80937003512966e-09
"LRRC59",1.17674626470595e-13,-1.17454652295527,0.235,0.427,3.81677650957375e-09
"CLTC",1.19577162356153e-13,-0.697257243750626,0.452,0.658,3.87848526102184e-09
"EIF1",1.27567789019962e-13,0.39972458819483,0.928,0.913,4.13766123686248e-09
"RB1",1.31621085476241e-13,1.31139683084786,0.469,0.296,4.26912990742187e-09
"COL9A3",1.33636060874202e-13,-1.26282573903355,0.226,0.406,4.33448563445474e-09
"PNISR",1.34072177952535e-13,-0.550682497978767,0.667,0.82,4.34863109189049e-09
"PSMB5",1.37601921472681e-13,-0.736380463267861,0.427,0.605,4.46311832296642e-09
"GBAS",1.38659906662506e-13,-1.06405477973717,0.308,0.501,4.49743407259838e-09
"NAT14",1.43344137916637e-13,-1.67187009150834,0.145,0.315,4.64936711332611e-09
"NBPF10",1.43685158066699e-13,-1.24242666397103,0.123,0.299,4.66042810189337e-09
"CLCN5",1.50831729692602e-13,-1.2944787408944,0.147,0.321,4.89222715257956e-09
"ELF1",1.58908697913948e-13,1.62333705204813,0.483,0.324,5.15420361683891e-09
"PLEKHG1",1.87663716017435e-13,-1.08994416110689,0.165,0.345,6.0868726290255e-09
"LINC-PINT",1.8932623895419e-13,2.00445647895278,0.459,0.293,6.14079656047917e-09
"UBE2I",1.90401054322254e-13,-0.759616570959457,0.487,0.665,6.17565819694231e-09
"SSRP1",1.94303998982769e-13,-1.50392096118597,0.2,0.38,6.30225020700611e-09
"SERPINB1",1.98563293816097e-13,1.31269072141717,0.406,0.225,6.44040043492509e-09
"CAMSAP2",2.0067502975946e-13,-0.991798666953079,0.25,0.441,6.50889459024807e-09
"ATP5H",2.27346068060077e-13,-0.742041217763935,0.392,0.597,7.3739697175286e-09
"OBSL1",2.2983426008245e-13,-0.812363030152646,0.182,0.376,7.45467422577425e-09
"CD55",2.37193736063027e-13,2.38431727208106,0.266,0.117,7.6933788292043e-09
"RP3-417G15.1",2.39050019836305e-13,1.20172162884531,0.415,0.222,7.75358739339054e-09
"DBI",2.41265954619156e-13,1.08015592855395,0.65,0.543,7.82546123807232e-09
"NONO",2.51290361956784e-13,-0.945036722442474,0.27,0.458,8.15060289006828e-09
"GNG11",2.55317139616193e-13,0.273797850208755,0.336,0.592,8.2812114234512e-09
"WRN",2.59706471220921e-13,-1.56790188190249,0.172,0.34,8.42357939405058e-09
"FAU",2.59901906297346e-13,1.03264349375494,0.867,0.857,8.42991833075443e-09
"KIFAP3",2.67135090043254e-13,-0.931069507101687,0.219,0.405,8.66452664555296e-09
"NDUFB2",2.74451312570341e-13,-0.674522150191046,0.557,0.723,8.90182832321902e-09
"DNAH14",2.8045985963766e-13,-1.62045243910324,0.103,0.263,9.09671554734749e-09
"PSMG3",2.91924731752186e-13,-1.65100111818006,0.152,0.318,9.46857867438216e-09
"SERBP1",3.0504748192761e-13,-0.652429849049766,0.59,0.743,9.89421507632203e-09
"CHD4",3.23470737400626e-13,-0.923139110790085,0.384,0.564,1.04917733675893e-08
"WWTR1",3.3283374695259e-13,-0.370533952270952,0.326,0.55,1.07954625824073e-08
"STMN3",3.37596710688611e-13,-1.1085593697829,0.103,0.268,1.09499493111851e-08
"RSL24D1",3.42645567553018e-13,-0.699232933518539,0.485,0.658,1.11137089835821e-08
"CAV1",3.49576676866421e-13,1.87529082995257,0.35,0.191,1.13385195141624e-08
"ZNF267",3.54818114946027e-13,1.99271648285984,0.291,0.134,1.15085255582744e-08
"ALDOA",3.71743138588571e-13,0.896210160682328,0.769,0.696,1.20574887001203e-08
"PDCD5",3.8498812746015e-13,-0.636689716455986,0.287,0.479,1.248708991417e-08
"DPM3",3.85535191770361e-13,-0.929454434398792,0.278,0.466,1.25048339450717e-08
"RPL7AP6",4.27206874636949e-13,1.27347449819718,0.392,0.208,1.38564549788494e-08
"LGMN",4.29951733479998e-13,2.18111086724597,0.363,0.197,1.39454844754237e-08
"LSP1",4.34526579921443e-13,1.87208496699699,0.282,0.128,1.4093869619752e-08
"PKP4",4.59066996845237e-13,-1.57988431159723,0.144,0.307,1.48898380426753e-08
"BMI1",4.91167763425234e-13,-1.81860085326769,0.112,0.272,1.59310264066975e-08
"MCL1",5.08608934120045e-13,1.23595001418307,0.592,0.452,1.64967307781837e-08
"DUSP23",5.14261612717844e-13,1.65582757409234,0.352,0.186,1.66800754085033e-08
"CCDC88A",5.33351464084193e-13,-0.980847438959531,0.308,0.493,1.72992547375708e-08
"GPX7",5.40585397159716e-13,-1.56168987953737,0.1,0.257,1.75338873568754e-08
"CEBPB",6.21974899524105e-13,1.29216965710984,0.511,0.354,2.01737558660643e-08
"NR1D1",6.25699188372841e-13,-1.78213705205292,0.109,0.263,2.02945531748731e-08
"MTMR4",6.2722235344862e-13,-1.47676744724348,0.117,0.279,2.0343957034106e-08
"RBPMS",6.33257465778352e-13,-0.971607083787826,0.233,0.422,2.05397059025209e-08
"CASD1",6.87828026989511e-13,-1.05700502340952,0.222,0.408,2.23097020554048e-08
"FASN",7.09865438602276e-13,-1.59812635618987,0.11,0.268,2.30244855010648e-08
"THAP5",7.51603313992887e-13,-1.77514460648154,0.11,0.266,2.43782534893593e-08
"MLF2",7.88410130321821e-13,-0.772262575553994,0.406,0.598,2.55720825769883e-08
"RPL7",8.31489651826389e-13,-0.583463064422585,0.434,0.643,2.69693668569889e-08
"PLEKHA5",8.40662772271328e-13,-0.740660596775469,0.278,0.485,2.72668970186205e-08
"ARL4C",8.69122745447725e-13,1.9898484622038,0.329,0.17,2.8189996248597e-08
"KLHDC10",8.92285462017062e-13,-1.3467546555546,0.212,0.383,2.89412789605234e-08
"RPL19",9.40306066311429e-13,-0.479778271291499,0.919,0.939,3.04988272608112e-08
"ATF3",9.47306505341427e-13,1.41320032003947,0.522,0.346,3.07258865007492e-08
"PARP8",9.95258081462019e-13,1.96242759392683,0.322,0.164,3.22811958722206e-08
"CCDC25",1.01024713067989e-12,-1.29585912176841,0.166,0.339,3.27673656836022e-08
"MSI2",1.01445947573774e-12,-1.19161628242148,0.245,0.416,3.29039930955537e-08
"TRIM28",1.01561537626048e-12,-0.928763356063588,0.313,0.496,3.29414847290088e-08
"CDC42EP4",1.01631963583889e-12,-1.60449720894692,0.161,0.329,3.29643273884345e-08
"TUBA1B",1.03827375867229e-12,0.620597681815698,0.743,0.658,3.36764093625357e-08
"NPC2",1.04861885431609e-12,1.18071047879873,0.669,0.564,3.40119525397425e-08
"SMS",1.04891077868893e-12,1.44491923660781,0.434,0.276,3.40214211067755e-08
"HLTF",1.05962894517333e-12,-1.384290490175,0.149,0.315,3.43690648366969e-08
"SKA2",1.10527125197445e-12,-1.21082943306581,0.187,0.364,3.58494730577914e-08
"TMEM45A",1.10542859000076e-12,-1.4162260855727,0.1,0.257,3.58545763166745e-08
"MRPS33",1.12849170326585e-12,-0.928263962986679,0.228,0.414,3.66026283954279e-08
"CYBRD1",1.13997636519853e-12,-0.995058178592813,0.263,0.452,3.69751334052144e-08
"PDXK",1.15489416304073e-12,-0.885175390278794,0.331,0.509,3.7458992178226e-08
"CD63",1.20526084847175e-12,-0.478910082501514,0.834,0.91,3.90926356201812e-08
"H3F3A",1.21935323828611e-12,-0.549987075767137,0.611,0.794,3.954972228381e-08
"PDLIM2",1.28496530022617e-12,-1.31590523445626,0.124,0.283,4.16778495128359e-08
"IL6ST",1.33517097278252e-12,-0.658203361268411,0.438,0.628,4.33062705022011e-08
"SET",1.35129661504703e-12,-0.605303721869742,0.55,0.721,4.38293057090506e-08
"CDKN1C",1.35991170817643e-12,-0.985855755900048,0.249,0.43,4.41087362547026e-08
"PPT1",1.4591100293482e-12,1.13302458715144,0.471,0.318,4.73262338019089e-08
"UAP1",1.47097868600843e-12,-1.06184526747588,0.194,0.37,4.77111936806834e-08
"CRADD",1.50462016613121e-12,2.40144145498928,0.256,0.11,4.88023550884657e-08
"NUDT22",1.50561006672452e-12,1.91012483600047,0.266,0.118,4.88344625142098e-08
"RPL7AP30",1.56124092690277e-12,1.17881416190981,0.392,0.213,5.06388494640912e-08
"KLHDC3",1.58177363773896e-12,-1.03935005983267,0.203,0.378,5.13048279400631e-08
"SUPT5H",1.59637161433936e-12,-1.10884471920739,0.207,0.387,5.17783133110971e-08
"PRSS23",1.65025490647475e-12,2.07406800023493,0.312,0.159,5.35260178915086e-08
"REV3L",2.03449953816067e-12,-1.36509002778576,0.335,0.493,6.59889925202412e-08
"GALNT10",2.04285405432536e-12,-1.01077889149475,0.13,0.294,6.6259971252043e-08
"ZNF12",2.05427134294585e-12,-1.03049876789603,0.147,0.312,6.66302910084487e-08
"OAZ2",2.06422146429745e-12,-0.939969003001912,0.294,0.472,6.69530231944878e-08
"RPS23P8",2.06678644567347e-12,1.04317547908363,0.419,0.22,6.7036218365419e-08
"PKD1",2.16366587181492e-12,-1.44556923198286,0.177,0.345,7.01785025523168e-08
"PTMAP2",2.18399797143824e-12,1.5591881873853,0.336,0.178,7.08379742035992e-08
"MAML3",2.19715904578502e-12,1.63496897459778,0.378,0.217,7.12648536500371e-08
"LIMD2",2.2135277672751e-12,2.17174600035731,0.292,0.14,7.17957731315679e-08
"RP11-12M9.3",2.28275393864088e-12,0.935619102480697,0.417,0.222,7.40411239998169e-08
"LAMP2",2.40020508940846e-12,1.10917778426132,0.583,0.446,7.78506520749635e-08
"KHSRP",2.55200485048212e-12,-1.04264223124136,0.205,0.383,8.27742773253875e-08
"TBL1XR1",2.55752255518714e-12,-0.949382283749402,0.361,0.54,8.2953244077495e-08
"SNUPN",2.6224858718732e-12,-1.51792075286735,0.149,0.304,8.50603292542073e-08
"CNTRL",2.78816989305656e-12,1.45743810927183,0.349,0.186,9.04342904812895e-08
"SUCO",2.79750030119702e-12,-0.805186800662133,0.273,0.444,9.07369222693253e-08
"SELT",2.81286606615045e-12,1.23783668069874,0.485,0.332,9.12353108555899e-08
"NDUFA11",2.92663568480139e-12,-0.752091778970577,0.273,0.457,9.49254284365332e-08
"TET1",3.2001097844802e-12,-1.46337519121968,0.11,0.261,1.03795560859615e-07
"RPL10A",3.33999215819987e-12,-0.436487337874997,0.834,0.896,1.08332645651213e-07
"AC022431.1",3.365108281307e-12,0.922839393294737,0.405,0.209,1.09147287104193e-07
"RAPGEF1",3.40246354207116e-12,2.3869979121176,0.326,0.176,1.10358904987078e-07
"INPP5F",3.57320504583412e-12,2.27419691670971,0.273,0.128,1.1589690566163e-07
"CMTM6",3.58702596847059e-12,1.2321496428249,0.455,0.296,1.16345187287344e-07
"MAP3K1",3.66689850555787e-12,1.94289734374818,0.256,0.11,1.18935853027769e-07
"HNRNPA2B1",3.75239796675846e-12,-0.418232659310231,0.832,0.906,1.21709028051811e-07
"ETS1",3.79354632064616e-12,1.66846598698524,0.335,0.175,1.23043674910158e-07
"PRDX4",3.80295820665907e-12,-0.257913493857657,0.405,0.57,1.23348949432987e-07
"ITFG3",3.92039383109746e-12,-1.40715301749791,0.126,0.282,1.27157973911646e-07
"COX6C",3.9921453662974e-12,-0.612968910817464,0.594,0.737,1.29485234955856e-07
"TENM3",4.00315312959968e-12,-0.34078258420071,0.243,0.472,1.29842271758566e-07
"ERGIC3",4.0640568621509e-12,-0.982177980507235,0.236,0.416,1.31817684323864e-07
"TNRC6C",4.1937357396438e-12,-1.01062100199759,0.154,0.329,1.36023818715347e-07
"HLA-F",4.25174831997759e-12,1.7878213615148,0.296,0.142,1.37905456758473e-07
"PHB",4.36705080034432e-12,-0.671075343096601,0.431,0.616,1.41645292709168e-07
"ZNF22",4.40612408840593e-12,-1.18050484486567,0.25,0.427,1.42912634807446e-07
"UBXN1",4.5251885717862e-12,1.00414107019678,0.538,0.381,1.46774491325885e-07
"FAM114A1",4.61571591347479e-12,-0.815962108631556,0.277,0.466,1.49710745653555e-07
"AL592183.1",4.64798284442913e-12,-1.40236103601256,0.137,0.294,1.50757323559059e-07
"CKS1B",4.84446551108661e-12,-1.1720295532044,0.196,0.364,1.57130238852094e-07
"PDK4",4.87262389850309e-12,-1.91795530424794,0.116,0.265,1.58043556147948e-07
"LSM5",5.11548290774122e-12,-0.742002938378868,0.342,0.518,1.65920688112587e-07
"PPIA",5.17911545215072e-12,-0.460264007288699,0.834,0.888,1.67984609690509e-07
"EXOC7",5.30987443803121e-12,-1.01554999770461,0.224,0.409,1.72225777397542e-07
"DDX3X",5.33518148323134e-12,0.932364016575862,0.588,0.436,1.73046611408609e-07
"GIGYF1",5.53238339103246e-12,-1.0923246769453,0.13,0.291,1.79442855288138e-07
"TBL2",5.54127562490718e-12,-1.17744058045762,0.123,0.282,1.79731274893864e-07
"NDE1",5.76663968860352e-12,1.96515267356341,0.257,0.113,1.87040958299855e-07
"ILF2",5.89621423336232e-12,-0.802554646594576,0.345,0.518,1.91243708659107e-07
"TAPBP",6.54448381773742e-12,1.21208306773987,0.44,0.271,2.12270332628313e-07
"C6orf48",6.60035140467153e-12,-0.751878426429464,0.284,0.477,2.14082397810521e-07
"PICALM",6.79487405419844e-12,1.1381765628555,0.485,0.324,2.20391739947926e-07
"PSME1",7.03068754999378e-12,1.11548404099255,0.52,0.353,2.28040350684048e-07
"KIAA1377",7.09973805164035e-12,-1.59097749746268,0.131,0.287,2.30280003704955e-07
"PGM3",7.12437959680176e-12,-0.903025419473502,0.166,0.335,2.31079252222265e-07
"N4BP2",7.1678109655707e-12,-0.903325819816671,0.126,0.29,2.32487948668286e-07
"RAB2A",7.18564591268712e-12,-0.567441330468582,0.555,0.696,2.33066425178007e-07
"GNB2L1",7.54967846035308e-12,-0.390509368321198,0.858,0.917,2.44873820861552e-07
"ATP5O",7.67912743513497e-12,-0.855585126269413,0.261,0.452,2.49072498358603e-07
"PARVA",7.72718447422033e-12,-0.814852778727451,0.217,0.402,2.50631228421337e-07
"ZNHIT1",7.87382790243804e-12,-0.567158903325775,0.48,0.661,2.55387608015578e-07
"MAGOHB",7.92783721765873e-12,-1.08078222867058,0.166,0.334,2.57139400154761e-07
"MFSD1",7.93661080726328e-12,1.75289601000004,0.308,0.156,2.57423971533584e-07
"DPYD",8.04341236933547e-12,1.41039330442807,0.473,0.329,2.60888080199396e-07
"HSPA8",8.45687446245195e-12,1.10889711397605,0.753,0.743,2.74298723189629e-07
"BUD31",8.48580015624528e-12,-0.839184068468815,0.394,0.565,2.75236928067816e-07
"SERTAD1",8.50026223733113e-12,1.38194342270481,0.468,0.32,2.75706005667835e-07
"PER3",8.54057449510074e-12,-0.868888811067692,0.263,0.449,2.77013533748592e-07
"FKBP2",9.22190329120148e-12,1.14904855090144,0.536,0.376,2.9911243325012e-07
"ITM2B",9.40177909614932e-12,0.691096715041531,0.886,0.868,3.04946704983603e-07
"TP53I3",1.02291224997892e-11,-1.03455147253508,0.13,0.291,3.31781588280661e-07
"ARL1",1.0999024332379e-11,-0.882200603632942,0.354,0.521,3.56753354220714e-07
"MYL6B",1.13904226563832e-11,-0.933257558388105,0.285,0.458,3.69448358859788e-07
"ATP5A1",1.16222484763188e-11,-0.751997225631026,0.357,0.551,3.769676293294e-07
"DCAF7",1.17489025162976e-11,-0.98401952346157,0.254,0.424,3.81075653116113e-07
"OOEP",1.27717367263666e-11,1.03059355314371,0.405,0.22,4.14251280719702e-07
"LRP6",1.28664335851923e-11,-1.1552382488356,0.215,0.392,4.17322773335711e-07
"ZNHIT6",1.29722519102093e-11,-0.770040658437747,0.186,0.361,4.20754990707639e-07
"SLIT2",1.32920787995315e-11,-0.87938826413057,0.175,0.353,4.31128575862804e-07
"GRASP",1.33224454310362e-11,1.67934500324499,0.347,0.186,4.32113517555661e-07
"EPRS",1.35929588773922e-11,-0.888910983866369,0.257,0.441,4.40887621188215e-07
"PIK3R1",1.37067835521621e-11,-0.935981099999542,0.461,0.628,4.44579524514378e-07
"NAV2",1.38675450280878e-11,1.80621402058089,0.277,0.132,4.49793822986028e-07
"SMIM11",1.42486489910459e-11,-1.20916490632073,0.154,0.317,4.62154930024575e-07
"GTF3C1",1.45316928427546e-11,-1.02766514038562,0.205,0.378,4.71335457354744e-07
"COPB2",1.48393902964738e-11,-0.77247618904429,0.357,0.539,4.81315624266129e-07
"PRPF4B",1.52020514092326e-11,-0.577131836076885,0.518,0.669,4.93078537458459e-07
"IPO5",1.52053949657388e-11,-1.11925684801049,0.198,0.365,4.93186985713739e-07
"XAF1",1.62841767388472e-11,1.40495673745282,0.299,0.15,5.28177272524509e-07
"MAN2C1",1.65808148422648e-11,-1.38518042145214,0.189,0.353,5.37798729408858e-07
"SNAP23",1.66520448885901e-11,1.46073597671434,0.352,0.197,5.40109075961421e-07
"RELB",1.71636666147615e-11,1.64810202846495,0.294,0.146,5.56703526649788e-07
"LPAR1",1.77087333637106e-11,-0.867993159950915,0.196,0.376,5.74382766651954e-07
"FLNA",1.7747254034101e-11,-0.833632480827345,0.443,0.639,5.75632184596065e-07
"HSPH1",1.89155708106652e-11,1.96569086158073,0.51,0.4,6.13526539243925e-07
"SP100",1.90687607752844e-11,1.01292978832901,0.532,0.365,6.18495255746351e-07
"TBX3",1.92997354781935e-11,-1.09577991540254,0.152,0.317,6.25986920235205e-07
"ANAPC11",1.95131300198407e-11,-0.818387235891356,0.468,0.609,6.32908372193534e-07
"DNPH1",1.95754642012235e-11,-0.724098702351459,0.228,0.398,6.34930181366685e-07
"TMEM126A",2.02000887432062e-11,1.90007499536238,0.25,0.112,6.55189878385894e-07
"PGF",2.023811236279e-11,-1.1043910864496,0.116,0.266,6.56423174487095e-07
"TRPM7",2.15979453916332e-11,-1.06674336707269,0.305,0.469,7.00529358777624e-07
"IGF1",2.20073338667546e-11,-1.85299440348551,0.105,0.252,7.13807873968187e-07
"HPCAL1",2.26083994878942e-11,1.57185641077523,0.308,0.157,7.33303437389848e-07
"FKBP3",2.36827032194037e-11,-0.935426975053545,0.235,0.405,7.68148478921358e-07
"MCC",2.38590335073939e-11,-1.32184013217417,0.207,0.367,7.73867751812322e-07
"TNS1",2.38718889469430e-11,-0.84141438072885,0.2,0.375,7.74284717994098e-07
"USP15",2.44836372723537e-11,1.01147267950421,0.51,0.351,7.94126774928793e-07
"DHRS7",2.47939218583095e-11,1.0668662248708,0.459,0.293,8.0419085547427e-07
"HMGN3",2.56542267125258e-11,-0.611273327058992,0.504,0.65,8.32094843420775e-07
"GLT8D1",2.6015504958145e-11,-0.798388083570131,0.245,0.413,8.43812903317433e-07
"IFRD1",2.64410629095909e-11,1.26616631483828,0.461,0.309,8.57615875472582e-07
"ZSWIM6",2.70435626307001e-11,1.08927215049673,0.434,0.255,8.77157953926757e-07
"FAM129A",2.79698249921905e-11,-0.932230770684128,0.349,0.52,9.072012736217e-07
"BRAT1",2.79842064836386e-11,-1.24807473448549,0.116,0.268,9.07667737296818e-07
"SYNCRIP",2.90565727080916e-11,-0.627676997507351,0.317,0.507,9.42449935786952e-07
"ERLEC1",2.91856798795337e-11,-0.64043620643215,0.282,0.458,9.46637526892675e-07
"TCF25",3.09108152973489e-11,-0.598672476844641,0.569,0.715,1.00259229416951e-06
"MX1",3.14806006953945e-11,1.33672897751693,0.275,0.126,1.02107328355512e-06
"TLK1",3.15238359599222e-11,-1.13369364033913,0.28,0.435,1.02247561936008e-06
"AP1B1",3.15888518078333e-11,1.93467339593506,0.289,0.148,1.02458440838707e-06
"CFI",3.2766194812952e-11,-0.985646610320341,0.189,0.354,1.0627715287581e-06
"UFC1",3.30672963883003e-11,-0.578054508651115,0.489,0.638,1.07253775835452e-06
"SEC13",3.33109814964256e-11,-1.2371956287499,0.228,0.395,1.08044168483657e-06
"RPGR",3.41922227049681e-11,1.79884940424708,0.256,0.121,1.10902474343564e-06
"NDUFA5",3.46301864043958e-11,-0.691854341218698,0.401,0.561,1.12323009602658e-06
"CNN2",3.56318174441019e-11,-0.896140830734948,0.142,0.304,1.15571799879945e-06
"ARL6IP4",3.57254697290358e-11,-0.638511549503158,0.299,0.487,1.15875561066128e-06
"HP1BP3",3.77143191672533e-11,-0.566097210083663,0.478,0.658,1.22326394218986e-06
"AES",3.77630383845036e-11,-0.541860421469944,0.567,0.746,1.22484415000137e-06
"WARS",3.92168261781947e-11,2.00718395719284,0.275,0.135,1.27199775708975e-06
"ARL6IP5",3.98429005996614e-11,0.862938214948711,0.583,0.427,1.29230448095002e-06
"IMPAD1",4.03354644296146e-11,-1.39149916332222,0.201,0.365,1.30828078877455e-06
"U2SURP",4.03528787223806e-11,-0.707901182866329,0.427,0.603,1.30884562136042e-06
"PIM3",4.2257417218111e-11,2.01864190702998,0.285,0.145,1.37061932746943e-06
"RPS3AP6",4.27079984208617e-11,1.06622943077382,0.378,0.203,1.38523392878065e-06
"COX7C",4.43837460097161e-11,-0.618518535618597,0.709,0.786,1.43958680182514e-06
"DZIP1",4.67805160363414e-11,-1.35513645277463,0.116,0.266,1.51732603763873e-06
"GGCT",4.69052605973821e-11,-0.839211073804495,0.299,0.471,1.52137212747609e-06
