"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SH3BP2",2.52279862634603e-10,0.426046056124821,0.34,0.137,8.18269734455336e-06
"DIS3L2",2.52374583817823e-10,0.598571905234098,0.414,0.187,8.18576962613108e-06
"PTGIS",2.64247184400706e-10,0.515041093614334,0.365,0.155,8.57085742603689e-06
"GSS",2.69751190143836e-10,0.609667152342257,0.34,0.138,8.74937985231533e-06
"C9orf3",2.77903455570264e-10,0.38625384567395,0.562,0.29,9.01379858142153e-06
"ANTXR1",2.79835911042236e-10,0.912416731652875,0.512,0.286,9.07647777465491e-06
"RPS6KC1",2.86414415634012e-10,0.705670686502158,0.458,0.226,9.28985157108919e-06
"SMC6",2.9120170439573e-10,0.457373667643587,0.409,0.185,9.44512728207549e-06
"ASPH",2.9131026112804e-10,0.372001790319275,0.685,0.386,9.44864831968799e-06
"DLGAP1",2.92249863775537e-10,1.13817679230056,0.399,0.196,9.47912433155955e-06
"DIP2C",2.93058856522407e-10,0.579796180901801,0.532,0.28,9.50536401130427e-06
"TMEM43",2.93853048087963e-10,0.603418191137811,0.419,0.188,9.53112361473309e-06
"TLN2",2.95952965390496e-10,0.650621061100895,0.478,0.238,9.59923443244073e-06
"ACTN1",2.98641012933054e-10,0.442390953396783,0.621,0.328,9.68642125448361e-06
"LMBR1",3.05510651667061e-10,0.792666950458367,0.419,0.201,9.90923798682113e-06
"UNC5B",3.06176304827315e-10,1.07677585947823,0.261,0.097,9.93082844707396e-06
"PARD3B",3.06688424465172e-10,0.657072446871456,0.498,0.258,9.94743904752786e-06
"IFT52",3.06821506650032e-10,0.358225479082495,0.389,0.165,9.95175556819379e-06
"PARP6",3.12524300382815e-10,0.217019126188959,0.443,0.198,1.01367256829166e-05
"FUT11",3.12846592634663e-10,0.796938720907666,0.271,0.099,1.01471792321053e-05
"ISPD",3.14389131740804e-10,0.955187320183409,0.266,0.102,1.0197211488013e-05
"VPS39",3.17878479141801e-10,0.681808051939856,0.32,0.133,1.03103884709643e-05
"EFCAB2",3.17954168253546e-10,0.993096517910063,0.399,0.189,1.03128434473038e-05
"MIR4435-1HG",3.18582635649322e-10,0.757003967028168,0.488,0.25,1.03332277872858e-05
"TEAD1",3.20364528140456e-10,0.564637343955474,0.581,0.319,1.03910234702357e-05
"USP42",3.23583020051715e-10,0.262645978630991,0.429,0.193,1.04954152553774e-05
"ARHGEF17",3.29976063962469e-10,0.433327535109511,0.286,0.107,1.07027736346227e-05
"TBC1D32",3.33285802542448e-10,0.878381826709418,0.369,0.165,1.08101250054643e-05
"AUTS2",3.38837946728372e-10,1.19800202781612,0.581,0.349,1.09902088021347e-05
"RALGAPB",3.41865109961871e-10,0.563935745455887,0.429,0.199,1.10883948416133e-05
"APBB2",3.45779046752354e-10,0.677792787714152,0.601,0.34,1.12153433814126e-05
"NR2F2-AS1",3.56751808438418e-10,0.650981136213922,0.517,0.277,1.15712449067001e-05
"AHI1",3.59391117692236e-10,0.652571544445096,0.7,0.46,1.16568509023477e-05
"TAF13",3.62860849033588e-10,0.477295779916954,0.271,0.099,1.17693916384044e-05
"RGS12",3.68062072663457e-10,0.321675583864793,0.394,0.174,1.19380933268392e-05
"SLC2A3",3.68449741348944e-10,0.681013623073768,0.616,0.356,1.1950667360653e-05
"MAPKAPK2",3.6848389380463e-10,0.397887781478234,0.522,0.267,1.19517750955532e-05
"ZRANB3",3.73460042066919e-10,0.82003313711282,0.276,0.104,1.21131764644405e-05
"TPP2",3.73491540655634e-10,0.468576162551256,0.429,0.195,1.21141981211655e-05
"BTRC",3.7395169025275e-10,0.562740513854143,0.424,0.195,1.2129123073348e-05
"HSPG2",3.797100363579e-10,0.632085204445269,0.65,0.361,1.23158950292685e-05
"CHD8",3.7984842330661e-10,0.432680529314797,0.443,0.206,1.23203836099499e-05
"LDB2",3.85698858173097e-10,0.95127072556742,0.404,0.195,1.25101424648444e-05
"ASCC3",3.90734091577842e-10,0.844503449361893,0.621,0.367,1.26734602603273e-05
"NAA20",3.92613611313963e-10,0.435263635152278,0.66,0.353,1.27344224829684e-05
"LAMA4",3.9284457225946e-10,0.356529603076788,0.734,0.433,1.27419137012356e-05
"GPX8",3.94013228550885e-10,0.56279261810066,0.611,0.341,1.27798190680479e-05
"EIF2B1",3.94068192012517e-10,0.622616500325535,0.365,0.156,1.2781601807926e-05
"PTPRK",3.9432085878841e-10,0.867298991394718,0.478,0.247,1.27897970548021e-05
"CTTN",3.96778787553158e-10,0.537637117073767,0.537,0.278,1.28695199742867e-05
"ZMIZ1",3.96941584730371e-10,0.813902996966659,0.448,0.217,1.28748003007296e-05
"ZNF423",3.99911514695324e-10,0.984599459898553,0.286,0.113,1.29711299791428e-05
"NME7",4.07603965913235e-10,0.853540118711195,0.453,0.228,1.32206346343958e-05
"HIBCH",4.0913471914464e-10,0.636749091960103,0.567,0.311,1.32702846154564e-05
"CDH11",4.20642465713837e-10,0.853586163652112,0.586,0.336,1.36435383754283e-05
"PPP2CB",4.26966025115462e-10,0.610834604999254,0.655,0.38,1.384864302462e-05
"LIMCH1",4.28821643190848e-10,0.649972881260291,0.443,0.212,1.39088299968952e-05
"ANKH",4.41727084702191e-10,0.455123033413267,0.562,0.299,1.43274179923156e-05
"CCNT2",4.48722621768569e-10,0.514324499391255,0.498,0.255,1.45543182370635e-05
"NRXN3",4.49322154564912e-10,1.34684156614089,0.34,0.154,1.45737640833129e-05
"TIAM1",4.52553755685335e-10,1.26662018796337,0.296,0.124,1.46785810656538e-05
"TCF7L1",4.66017310634819e-10,0.878903760150376,0.429,0.202,1.51152714704403e-05
"DOCK1",4.66521768912829e-10,0.503904723377367,0.64,0.359,1.51316335746876e-05
"SLC19A2",4.6660328652698e-10,0.743728485299077,0.281,0.106,1.51342775985026e-05
"SLMO2",4.71742835340675e-10,0.655501716902356,0.271,0.101,1.53009788642748e-05
"CTD-2341M24.1",4.76167449865581e-10,1.22247889325166,0.251,0.093,1.54444912363901e-05
"BRE",4.78047426992839e-10,0.810515682387731,0.522,0.29,1.55054682945127e-05
"SNRPA1",4.79640276810157e-10,0.400011929860012,0.507,0.25,1.55571323783374e-05
"GOLGA8A",4.85686759885759e-10,0.371783704706254,0.522,0.263,1.57532500568946e-05
"SPIN1",4.91565862114806e-10,0.698276108636727,0.552,0.289,1.59439387376937e-05
"ARIH1",4.96514355595185e-10,0.674248596532395,0.665,0.412,1.61044431237298e-05
"LRIG3",4.98132151021015e-10,0.868566751468198,0.369,0.165,1.61569163183666e-05
"PLAGL1",4.9983337315856e-10,0.621436864874014,0.606,0.346,1.62120954583979e-05
"SNX27",5.00398625800051e-10,0.600429407444232,0.389,0.171,1.62304294278247e-05
"SASH1",5.07910714666649e-10,0.488181438198764,0.596,0.336,1.64740840302128e-05
"VAT1",5.13496035045406e-10,0.536050862402163,0.448,0.209,1.66552438966977e-05
"SLC37A3",5.19545801209164e-10,0.580246441740676,0.345,0.148,1.68514680622192e-05
"TMEM237",5.22829030295676e-10,0.335863375792774,0.261,0.094,1.69579595976403e-05
"HECW2",5.23595098388007e-10,0.812415200818224,0.266,0.099,1.6982807016215e-05
"RELL1",5.27775674817299e-10,0.612511807316226,0.315,0.127,1.71184040126991e-05
"TSSC1",5.39546728467881e-10,0.619873295361239,0.256,0.093,1.75001981378557e-05
"MMS19",5.49851810361017e-10,0.572216357611894,0.315,0.129,1.78344434690596e-05
"PKD2",5.56103305112e-10,0.543586928222471,0.438,0.21,1.80372107013077e-05
"FOXC1",5.58478746486496e-10,1.03952030829548,0.251,0.092,1.81142581422895e-05
"PLEKHM2",5.64873118235934e-10,0.483479342749992,0.542,0.28,1.83216595899825e-05
"NR2F1",5.68551283997991e-10,0.858095007879261,0.345,0.152,1.84409608964748e-05
"EFNB2",5.74525730265987e-10,0.71088850715202,0.276,0.104,1.86347420611773e-05
"ENTPD4",5.77977465736306e-10,0.673416135594027,0.409,0.187,1.87466991011571e-05
"ABLIM1",6.01430209084165e-10,0.754116585182365,0.34,0.143,1.95073888316449e-05
"PLEC",6.04341334585604e-10,0.545445090230393,0.488,0.244,1.96018111872841e-05
"PGAP1",6.0653752532333e-10,0.712596085307818,0.478,0.242,1.96730446338622e-05
"LRP11",6.18463324358571e-10,0.791219188846144,0.256,0.095,2.00598579255702e-05
"NKAIN3",6.22080803428389e-10,1.33710760585052,0.261,0.1,2.01771908591998e-05
"DENND2A",6.33715343967829e-10,0.736332449012521,0.369,0.167,2.05545571815965e-05
"CDK8",6.51502526014848e-10,0.877082189334955,0.32,0.133,2.11314844312916e-05
"GTF3C1",6.60513200313371e-10,0.33118060123559,0.507,0.253,2.14237456521642e-05
"IWS1",6.65446585208755e-10,0.390886431730671,0.567,0.302,2.1583759991246e-05
"PPME1",6.68883724717969e-10,0.338475452235382,0.458,0.215,2.16952436112273e-05
"TRAF3IP2-AS1",6.83142880024043e-10,0.794421483746988,0.414,0.2,2.21577393135798e-05
"TTC3P1",6.89368930978825e-10,0.866048256953726,0.281,0.109,2.23596812762982e-05
"GPHN",6.90466316525711e-10,0.965140155477198,0.448,0.233,2.23952749765114e-05
"TSTA3",6.9716250312131e-10,0.271557498172575,0.409,0.181,2.26124657887397e-05
"KCMF1",7.33059220990757e-10,0.416302314484544,0.542,0.276,2.37767758328352e-05
"RP11-745L13.2",7.34508961432859e-10,0.963746044322427,0.271,0.105,2.38237981640748e-05
"UBR1",7.58128347153576e-10,0.590309286588217,0.463,0.235,2.45898929399263e-05
"TBPL1",7.59496059588345e-10,0.507544247416619,0.325,0.135,2.4634254692748e-05
"PIP5K1A",7.61642743464441e-10,0.827391009117182,0.448,0.226,2.47038823842691e-05
"LCA5",7.70098681179861e-10,0.736933803139746,0.33,0.137,2.49781507240688e-05
"PLOD1",7.73403467122285e-10,0.290767914754059,0.507,0.252,2.50853414561113e-05
"PRDM2",7.74419003504192e-10,0.545711837885247,0.576,0.315,2.51182803786585e-05
"DCAF6",7.85865341557925e-10,0.508602810795306,0.517,0.26,2.54895423534313e-05
"KDM6A",7.8959626076484e-10,0.405152030324385,0.429,0.202,2.56105547179076e-05
"STK38",7.90966763715934e-10,0.406132476275691,0.409,0.187,2.56550069811263e-05
"WDR13",8.06307849167401e-10,0.368554000436113,0.473,0.223,2.61525950877447e-05
"POM121C",8.11951452338593e-10,0.34726490759359,0.394,0.174,2.63356453566023e-05
"FARP1",8.25755551559288e-10,0.829414936209985,0.443,0.225,2.67833813148255e-05
"BNC2",8.27673713482128e-10,0.99670757641497,0.453,0.234,2.68455968967928e-05
"CORO2B",8.38920468096818e-10,0.605678119797726,0.276,0.106,2.72103853827203e-05
"FASTK",8.50940378938721e-10,0.305965685261582,0.512,0.248,2.76002511908774e-05
"ARFGAP1",8.55440853464751e-10,0.222869341130653,0.463,0.22,2.77462240821292e-05
"CCNYL1",8.55729260986633e-10,0.84692553045698,0.256,0.096,2.77555785801014e-05
"FBXW8",8.62354953807542e-10,0.774157753709579,0.291,0.117,2.79704829267476e-05
"CRTC1",8.66963543290006e-10,0.64789032574724,0.305,0.12,2.81199625266113e-05
"EYA3",8.75614137486908e-10,0.291034137287828,0.335,0.139,2.84005445493879e-05
"NT5DC2",8.99478266999926e-10,0.650949265697131,0.365,0.167,2.91745775901426e-05
"FASN",9.16435749975799e-10,0.561373527830295,0.365,0.159,2.97245935504651e-05
"TNPO3",9.18375030010102e-10,0.492811729503883,0.374,0.168,2.97874940983777e-05
"SEC24D",9.43105552296468e-10,0.552938782721408,0.562,0.302,3.05896285887359e-05
"PKP4",9.46068426494301e-10,1.14237946220367,0.394,0.196,3.06857294133426e-05
"PLAT",9.54249251635887e-10,0.871437237160627,0.468,0.244,3.095107447681e-05
"DPP9",9.59369430456923e-10,0.449186793289695,0.3,0.119,3.11171474768703e-05
"PPFIBP1",9.92263265375723e-10,0.500447268523412,0.7,0.416,3.21840590124616e-05
"WRN",9.92329773054362e-10,0.802630209315481,0.443,0.223,3.21862161890182e-05
"KIAA1328",1.00656063317914e-09,0.699169930880733,0.374,0.169,3.26477941371654e-05
"NT5DC1",1.01083268592761e-09,0.705640058747779,0.31,0.128,3.2786358168062e-05
"UAP1",1.01117679670685e-09,0.544943244858146,0.483,0.247,3.27975194011868e-05
"RAI1",1.03075944393422e-09,0.844076414080631,0.291,0.117,3.34326825640065e-05
"TMEM241",1.03646041089009e-09,0.916951444256453,0.256,0.094,3.361759342722e-05
"SOX9",1.03704483071586e-09,0.729660917528461,0.256,0.095,3.36365490842691e-05
"TMEM9",1.04340634949611e-09,0.367170132036055,0.571,0.289,3.38428849459062e-05
"PPP2R3A",1.04559493891349e-09,0.493681869149559,0.379,0.169,3.39138718436591e-05
"ANGPT1",1.04786654688734e-09,1.06893766790848,0.266,0.101,3.39875514482907e-05
"CAMTA1",1.04837158545969e-09,0.537147798193188,0.704,0.43,3.40039323743851e-05
"GJA1",1.04881066059971e-09,0.417615893142831,0.419,0.195,3.40181737765517e-05
"ATP13A2",1.06511412125581e-09,0.765255062508069,0.296,0.119,3.45469765229321e-05
"ANKS3",1.07397630674444e-09,0.347704438365715,0.355,0.149,3.48344215092559e-05
"SHOX2",1.07496854660216e-09,0.443522999044813,0.276,0.105,3.48666048090411e-05
"ZNF536",1.07565708309114e-09,0.608782056926685,0.369,0.162,3.48889374900612e-05
"RCC2",1.0802111541048e-09,0.396568602933492,0.414,0.187,3.50366487833893e-05
"BAP1",1.10549274343119e-09,0.913879179091833,0.286,0.114,3.58566571331907e-05
"ST6GALNAC3",1.13511209038746e-09,0.717889234572525,0.34,0.151,3.68173606517174e-05
"RP11-14N7.2",1.16672372084302e-09,0.378335184442576,0.665,0.381,3.78426838855432e-05
"C15orf41",1.18246803896232e-09,0.722890546221261,0.256,0.095,3.83533508437428e-05
"IMMP2L",1.18979678040264e-09,0.83304657262102,0.596,0.358,3.85910585723597e-05
"MAP2K1",1.20699068706545e-09,0.301432390462777,0.458,0.224,3.91487429349678e-05
"ASXL1",1.22370875905186e-09,0.646323072453967,0.581,0.339,3.96909935998471e-05
"CAMSAP2",1.22984730516244e-09,0.635212057202836,0.567,0.307,3.98900973429436e-05
"MCFD2",1.2362892007538e-09,0.341486368409358,0.581,0.299,4.00990402264496e-05
"IFT43",1.23684690574237e-09,0.262748379991347,0.483,0.232,4.01171293877537e-05
"RALB",1.23965643783893e-09,0.59683104218645,0.399,0.184,4.02082565613056e-05
"PLCL1",1.24318440433048e-09,0.591880422438458,0.335,0.142,4.03226861544591e-05
"LYRM4",1.24791715380046e-09,0.527017663978119,0.404,0.183,4.0476192883518e-05
"PCDH9",1.26074604864233e-09,0.702907191684497,0.532,0.292,4.08922980877139e-05
"LRP1B",1.30332117202956e-09,1.21017000816802,0.335,0.16,4.22732222147789e-05
"HMCN1",1.31022161965423e-09,0.693179048367438,0.478,0.244,4.24970382334848e-05
"TGFBR3",1.31404282798874e-09,0.91788598390389,0.374,0.173,4.26209791258148e-05
"DDAH1",1.32254761865137e-09,0.955286851928306,0.389,0.184,4.28968320109571e-05
"KLF12",1.35171585617225e-09,0.929097480987769,0.488,0.266,4.38429037949471e-05
"REV3L",1.35791468562704e-09,0.779119880260544,0.616,0.378,4.40439628283131e-05
"RARS2",1.39802472336271e-09,0.573917215083572,0.458,0.225,4.53449319022694e-05
"PRKD1",1.43029247224456e-09,0.292286260947049,0.429,0.206,4.63915363372523e-05
"ATP9B",1.44669961331867e-09,0.530607340679256,0.532,0.289,4.69237019579911e-05
"RASSF8",1.45957427629211e-09,0.729089846421402,0.517,0.289,4.73412916515347e-05
"LPHN3",1.46754746670612e-09,1.23484484582887,0.3,0.129,4.75999020826129e-05
"RAB6A",1.47446485889859e-09,0.634341416374845,0.557,0.316,4.78242676983757e-05
"MAGI3",1.47604339590793e-09,0.661952621287757,0.389,0.18,4.78754675462736e-05
"ADARB1",1.48125450758629e-09,0.661578085392239,0.394,0.188,4.80444899535612e-05
"PUM2",1.48500630713385e-09,0.587767636294038,0.631,0.378,4.81661795718863e-05
"KLHL20",1.49552798153193e-09,0.258162001072712,0.424,0.193,4.85074500809882e-05
"MKLN1",1.49917304657178e-09,0.414031830445368,0.67,0.401,4.86256777655557e-05
"EPT1",1.51051443158921e-09,0.701327953612134,0.325,0.139,4.89935355885961e-05
"OSBPL5",1.52595576075973e-09,0.384567679050224,0.291,0.113,4.94943751002419e-05
"RARB",1.53510845301738e-09,0.745981960985294,0.296,0.12,4.97912426736188e-05
"RNPC3",1.5469704784259e-09,0.670028970938015,0.34,0.146,5.01759874677441e-05
"FAF1",1.56072397110889e-09,0.842062321683304,0.537,0.323,5.06220820029168e-05
"GGT7",1.63935645141504e-09,0.626197190101527,0.34,0.147,5.31725265016469e-05
"SH3BP4",1.6539202327066e-09,0.887571858028754,0.315,0.134,5.36449027478387e-05
"KHDRBS1",1.65995660938949e-09,0.297764076710423,0.803,0.483,5.38406926255481e-05
"KRT18",1.71954660070847e-09,0.55235965606249,0.286,0.116,5.57734939939793e-05
"INTS1",1.73967809877646e-09,0.607780393498626,0.409,0.191,5.64264591338144e-05
"G6PC3",1.74666967616381e-09,0.567903902247082,0.325,0.139,5.66532309463732e-05
"LARP1B",1.75741862978089e-09,0.705658888876059,0.355,0.157,5.70018732569431e-05
"TRIM24",1.75881499195307e-09,0.591652748348293,0.315,0.13,5.70471642639978e-05
"EIF2AK1",1.77376882045258e-09,0.40838041306454,0.512,0.267,5.75321916913795e-05
"NOC2L",1.78033378821278e-09,0.438213717971113,0.453,0.218,5.77451264206814e-05
"PIGT",1.78914830495351e-09,0.460751272335194,0.537,0.283,5.80310252711672e-05
"UBE2Q2P1",1.82386464336217e-09,1.11556064463408,0.261,0.1,5.91570497074521e-05
"UBE2K",1.82386651603214e-09,0.427550581055486,0.64,0.357,5.91571104475024e-05
"GMDS-AS1",1.8577966289601e-09,0.868906285890958,0.399,0.194,6.0257633660321e-05
"SCRN1",1.8600614506834e-09,0.578667197731202,0.409,0.2,6.03310931529162e-05
"PRKCSH",1.8826999562163e-09,0.261386665356457,0.601,0.321,6.10653730798757e-05
"COG5",1.89603807741086e-09,0.748937260217076,0.463,0.245,6.14979950408212e-05
"PACRGL",1.92401620573335e-09,1.06022786154023,0.266,0.104,6.24054656329612e-05
"CTHRC1",1.93814354396167e-09,0.689336327068564,0.586,0.344,6.28636858483968e-05
"SDAD1",1.98974881574818e-09,0.499782773865928,0.384,0.172,6.45375028387923e-05
"RAI14",2.02415093309109e-09,0.697272381945937,0.478,0.25,6.56533355148096e-05
"RORA",2.06751667834893e-09,1.06527340379631,0.65,0.427,6.70599034622475e-05
"C2CD2",2.08446251630619e-09,0.162988566923663,0.291,0.113,6.76095417163911e-05
"CTC-228N24.3",2.10017515175135e-09,0.249461709753558,0.448,0.21,6.81191810470549e-05
"SF3A1",2.12352150872726e-09,0.48668748363657,0.355,0.155,6.88764201355688e-05
"ADNP2",2.16290708472001e-09,0.363303510649787,0.365,0.157,7.01538912928937e-05
"TP53I3",2.1780495457257e-09,0.36050930774798,0.389,0.179,7.06450370156131e-05
"GBF1",2.20218564709682e-09,0.518791153313992,0.458,0.235,7.14278914635853e-05
"MGRN1",2.20779379692257e-09,0.348752584446116,0.369,0.163,7.16097918031836e-05
"SLC39A9",2.21574953761639e-09,0.580420213040372,0.33,0.139,7.18678362525877e-05
"SUPT3H",2.24235055587812e-09,0.811519011329498,0.463,0.25,7.2730640279907e-05
"CROCC",2.24638545650585e-09,0.559503154529128,0.325,0.138,7.28615122817672e-05
"ITGA9",2.25545723378082e-09,0.936730547777788,0.261,0.102,7.31557553776809e-05
"KIAA0368",2.26215585505487e-09,0.297708730725211,0.463,0.228,7.33730251587048e-05
"RALA",2.27951687257614e-09,0.471001271773042,0.64,0.379,7.39361297620071e-05
"SEPT7P2",2.28194213236891e-09,1.00907015398688,0.251,0.095,7.40147930633857e-05
"EML4",2.28562150950191e-09,0.648979732919231,0.601,0.358,7.41341336606945e-05
"GMPPA",2.34764013150174e-09,0.260488917152064,0.32,0.132,7.6145707665259e-05
"FARSB",2.3524619761735e-09,0.49731063194299,0.315,0.134,7.63021041971876e-05
"KIAA1715",2.39211097247973e-09,0.396015614166874,0.478,0.243,7.75881193923801e-05
"WDR27",2.40910727083898e-09,0.69737290251632,0.32,0.137,7.81393943296622e-05
"PIAS2",2.41966004317119e-09,0.630045993283069,0.394,0.188,7.84816735002575e-05
"CDKAL1",2.42402513581191e-09,0.892053131176659,0.502,0.281,7.86232552800593e-05
"NPAS3",2.45386346935049e-09,0.766581347842938,0.365,0.168,7.95910616283831e-05
"FUCA2",2.48817681808846e-09,0.416563085053995,0.498,0.245,8.07040150946991e-05
"TMCO3",2.50999346170264e-09,0.389732160765573,0.453,0.217,8.1411637930325e-05
"AC064875.2",2.53378254405311e-09,0.846643221991019,0.261,0.1,8.21832368163625e-05
"MAGI2",2.53523138402791e-09,0.741644318811182,0.507,0.284,8.22302299409451e-05
"SBF2",2.54393134587486e-09,0.534422626483058,0.611,0.35,8.25124132034512e-05
"SYNGAP1",2.54465978832213e-09,0.567872511166406,0.3,0.122,8.25360402342282e-05
"TP53BP1",2.55895900899907e-09,0.510854242864815,0.463,0.237,8.29998354568849e-05
"TNKS1BP1",2.57595465006292e-09,0.671233298967751,0.379,0.169,8.35510890747907e-05
"DENND1A",2.58273483665869e-09,0.571068358907406,0.399,0.192,8.37710044270245e-05
"AEBP1",2.62553017631953e-09,0.489927965342944,0.724,0.446,8.5159071268924e-05
"DDAH2",2.6346955944672e-09,0.342559287044888,0.596,0.327,8.54563516065436e-05
"MARCH3",2.6415029591682e-09,0.577405969116357,0.404,0.192,8.56771484806206e-05
"SESTD1",2.6539541644998e-09,0.428543691893209,0.463,0.228,8.60810033255511e-05
"MAGED1",2.65595184452484e-09,0.491225157993229,0.621,0.343,8.61457980771631e-05
"STAT2",2.71240212645222e-09,0.427369563217678,0.512,0.257,8.79767629714777e-05
"PTPN21",2.74865410187103e-09,0.353279246486123,0.266,0.103,8.91525957941867e-05
"SEZ6L2",2.74948487883545e-09,0.263947004738743,0.409,0.19,8.91795420450279e-05
"SLU7",2.78602238299473e-09,0.547986152205385,0.374,0.169,9.03646359924341e-05
"AAGAB",2.78886352938074e-09,0.672329307898095,0.325,0.14,9.04567885754643e-05
"GSK3B",2.79943086221468e-09,0.341115144660858,0.537,0.292,9.07995400159332e-05
"FAM171A1",2.8009709444743e-09,0.730831878324938,0.389,0.186,9.08494925840238e-05
"PER2",2.88858949036755e-09,0.479082950744398,0.468,0.235,9.36914001200714e-05
"SLC16A1-AS1",2.9026617109166e-09,0.809551854784625,0.291,0.118,9.414783259358e-05
"MARK4",2.93334005899931e-09,0.389155825953825,0.32,0.136,9.51428848136425e-05
